Order ID,Color,Cost,countryCode,"Month, Day, Year of Date",ASIN,Size,Store,Price,Sales,Units,Profit
63eb132cb65d634d6948002a,Black,41.1,US,21-Sep-22,B09JG4TTP2,240mmm,Dracaena Store,69,69,1,27.9
63eb132cb65d634d69480027,Black,41.1,US,18-Sep-22,B09JG4TTP2,240mmm,Dracaena Store,69,69,1,27.9
63eb1399b65d634d69480b6a,Black,31.1,US,21-Sep-22,B09JG59MGK,120mm,Dracaena Store,52,104,2,41.8
63eb1399b65d634d69480b66,Black,31.1,US,17-Sep-22,B09JG59MGK,120mm,Dracaena Store,52,52,1,20.9
63eb1399b65d634d69480b67,Black,31.1,US,18-Sep-22,B09JG59MGK,120mm,Dracaena Store,52,52,1,20.9
63eb1399b65d634d69480b68,Black,31.1,US,19-Sep-22,B09JG59MGK,120mm,Dracaena Store,52,104,2,41.8
63eb1399b65d634d69480b69,Black,31.1,US,20-Sep-22,B09JG59MGK,120mm,Dracaena Store,52,156,3,62.7
63ed1d1cb65d634d696b7fb0,Black,31.1,AU,18-Sep-22,B09JG59MGK,120mm,Dracaena Store,60.97,60.97,1,29.87
63f4e58b6b5148a575c02dbe,Black,31.1,US,24-Sep-22,B09JG59MGK,120mm,Dracaena Store,52,104,2,41.8
63f4e5126b5148a575c0218e,Black,41.1,US,24-Sep-22,B09JG4TTP2,240mmm,Dracaena Store,69,69,1,27.9
63f4e5176b5148a575c02224,Black,51,US,24-Sep-22,B09JG5X1PY,360mm,Dracaena Store,86,86,1,35
63f26adbea6105710225e604,Black,31.1,US,22-Sep-22,B09JG59MGK,120mm,Dracaena Store,52,52,1,20.9
63f26adbea6105710225e605,Black,31.1,US,23-Sep-22,B09JG59MGK,120mm,Dracaena Store,52,104,2,41.8
63f81ead6b5148a575091740,Black,51,US,26-Sep-22,B09JG5X1PY,360mm,Dracaena Store,86,86,1,35
63f81f186b5148a575091f92,Black,31.1,US,26-Sep-22,B09JG59MGK,120mm,Dracaena Store,39,156,4,31.6
63f091ffb137a68bcc6b9fe6,Black,31.1,DE,21-Sep-22,B09JG59MGK,120mm,Dracaena Store,61.5632,61.5632,1,30.4632
63f919ee6b5148a5751cfa58,Black,31.1,US,27-Sep-22,B09JG59MGK,120mm,Dracaena Store,52,156,3,62.7
63f2957bea6105710229d64c,Black,31.1,DE,22-Sep-22,B09JG59MGK,120mm,Dracaena Store,61.5632,61.5632,1,30.4632
63f2957bea6105710229d64d,Black,31.1,DE,23-Sep-22,B09JG59MGK,120mm,Dracaena Store,61.3125,122.6141,2,60.425
63f6873e6b5148a575e6a304,Black,31.1,US,25-Sep-22,B09JG59MGK,120mm,Dracaena Store,52,52,1,20.9
63f25997ea61057102240cef,Black,41.1,CA,23-Sep-22,B09JG4TTP2,240mmm,Dracaena Store,60.04,60.04,1,18.94
63f751776b5148a575f94fba,Black,31.1,JP,8-Oct-22,B09JG59MGK,120mm,Dracaena Store,55.993,55.993,1,24.893
63fa834e6b5148a57539d074,Black,31.1,US,28-Sep-22,B09JG59MGK,120mm,Dracaena Store,52,156,3,62.7
63fbc75d6b5148a5754fc84a,Black,31.1,DE,1-Oct-22,B09JG59MGK,120mm,Dracaena Store,61.0509,61.0509,1,29.9509
63fbc8316b5148a5754fd898,Black,41.1,DE,5-Oct-22,B09JG4TTP2,240mmm,Dracaena Store,65.4,65.4,1,24.3
63fc12276b5148a5755416e6,Black,31.1,US,29-Sep-22,B09JG59MGK,120mm,Dracaena Store,48,624,13,219.7
63fcfb656b5148a5755e97a6,Black,41.1,US,30-Sep-22,B09JG4TTP2,240mmm,Dracaena Store,69,69,1,27.9
63fcfbea6b5148a5755e9d64,Black,31.1,US,30-Sep-22,B09JG59MGK,120mm,Dracaena Store,52,156,3,62.7
63fe27e26b5148a575688680,Black,51,US,1-Oct-22,B09JG5X1PY,360mm,Dracaena Store,86,86,1,35
63fe28626b5148a575688bc6,Black,31.1,US,1-Oct-22,B09JG59MGK,120mm,Dracaena Store,52,260,5,104.5
63feec156b5148a5756f1577,Black,41.1,CA,7-Oct-22,B09JG4TTP2,240mmm,Dracaena Store,60.04,60.04,1,18.94
63feec156b5148a5756f1578,Black,41.1,CA,8-Oct-22,B09JG4TTP2,240mmm,Dracaena Store,60.04,60.04,1,18.94
63feeca06b5148a5756f1b6e,Black,31.1,CA,4-Oct-22,B09JG59MGK,120mm,Dracaena Store,52.44,52.44,1,21.34
63ff00c56b5148a5756febc9,Black,31.1,US,3-Oct-22,B09JG59MGK,120mm,Dracaena Store,52,208,4,83.6
63ff00c56b5148a5756febca,Black,31.1,US,4-Oct-22,B09JG59MGK,120mm,Dracaena Store,52,468,9,188.1
63ff00c56b5148a5756febcb,Black,31.1,US,5-Oct-22,B09JG59MGK,120mm,Dracaena Store,52,156,3,62.7
63ff00c56b5148a5756febcc,Black,31.1,US,6-Oct-22,B09JG59MGK,120mm,Dracaena Store,52,156,3,62.7
63ff00c56b5148a5756febcd,Black,31.1,US,7-Oct-22,B09JG59MGK,120mm,Dracaena Store,52,52,1,20.9
63ff00c56b5148a5756febce,Black,31.1,US,8-Oct-22,B09JG59MGK,120mm,Dracaena Store,52,208,4,83.6
63ff00c56b5148a5756febcf,Black,31.1,US,9-Oct-22,B09JG59MGK,120mm,Dracaena Store,52,208,4,83.6
63ff00c56b5148a5756febd0,Black,31.1,US,10-Oct-22,B09JG59MGK,120mm,Dracaena Store,46,414,9,134.1
63ff003f6b5148a5756fe60c,Black,41.1,US,4-Oct-22,B09JG4TTP2,240mmm,Dracaena Store,69,69,1,27.9
63ff003f6b5148a5756fe60d,Black,41.1,US,5-Oct-22,B09JG4TTP2,240mmm,Dracaena Store,69,69,1,27.9
63ff003f6b5148a5756fe60f,Black,41.1,US,7-Oct-22,B09JG4TTP2,240mmm,Dracaena Store,69,69,1,27.9
63ff003f6b5148a5756fe610,Black,41.1,US,8-Oct-22,B09JG4TTP2,240mmm,Dracaena Store,69,69,1,27.9
63ff003f6b5148a5756fe612,Black,41.1,US,10-Oct-22,B09JG4TTP2,240mmm,Dracaena Store,62,62,1,20.9
63ff00456b5148a5756fe648,Black,51,US,4-Oct-22,B09JG5X1PY,360mm,Dracaena Store,86,86,1,35
640bb3964c54910acbb3d758,Black,31.1,US,11-Oct-22,B09JG59MGK,120mm,Dracaena Store,46,368,8,119.2
640c74c61bb907e393404659,Black,31.1,AU,19-Oct-22,B09JG59MGK,120mm,Dracaena Store,65.66,65.66,1,34.56
640cd1531bb907e39347454c,Black,31.1,JP,12-Oct-22,B09JG59MGK,120mm,Dracaena Store,51.093,51.093,1,19.993
640d8d551bb907e39356c904,Black,31.1,DE,12-Oct-22,B09JG59MGK,120mm,Dracaena Store,61.5632,61.5632,1,30.4632
640d17ec1bb907e3934d2692,Black,41.1,US,12-Oct-22,B09JG4TTP2,240mmm,Dracaena Store,69,69,1,27.9
640d17f01bb907e3934d270a,Black,51,US,12-Oct-22,B09JG5X1PY,360mm,Dracaena Store,77,77,1,26
640d18551bb907e3934d320e,Black,31.1,US,12-Oct-22,B09JG59MGK,120mm,Dracaena Store,52,260,5,104.5
640d87591bb907e393563106,Black,31.1,GB,12-Oct-22,B09JG59MGK,120mm,Dracaena Store,60.9473,60.9473,1,29.8473
640da6931bb907e393587358,Black,41.1,IT,12-Oct-22,B09JG4TTP2,240mmm,Dracaena Store,75.21,75.21,1,34.11
640df1ba1bb907e3935d431a,Black,41.1,CA,13-Oct-22,B09JG4TTP2,240mmm,Dracaena Store,60.04,60.04,1,18.94
640df2281bb907e3935d4b8a,Black,31.1,CA,13-Oct-22,B09JG59MGK,120mm,Dracaena Store,52.44,52.44,1,21.34
640e01a81bb907e3935ece42,Black,51,US,13-Oct-22,B09JG5X1PY,360mm,Dracaena Store,86,86,1,35
640e609d1bb907e393667368,Black,31.1,JP,14-Oct-22,B09JG59MGK,120mm,Dracaena Store,51.093,51.093,1,19.993
640e609d1bb907e393667375,Black,31.1,JP,27-Oct-22,B09JG59MGK,120mm,Dracaena Store,53.186,53.186,1,22.086
640e02111bb907e3935ed8ce,Black,31.1,US,13-Oct-22,B09JG59MGK,120mm,Dracaena Store,52,260,5,104.5
640f88e21bb907e3937935fc,Black,31.1,US,14-Oct-22,B09JG59MGK,120mm,Dracaena Store,52,156,3,62.7
640f88781bb907e39379305c,Black,41.1,US,14-Oct-22,B09JG4TTP2,240mmm,Dracaena Store,69,69,1,27.9
642a02968c830bbda334b72a,Black,41.1,US,4-Nov-22,B09JG4TTP2,240mmm,Dracaena Store,69,207,3,83.7
642a02968c830bbda334b729,Black,41.1,US,3-Nov-22,B09JG4TTP2,240mmm,Dracaena Store,46,138,3,14.7
642a03058c830bbda334c1b5,Black,31.1,US,3-Nov-22,B09JG59MGK,120mm,Dracaena Store,52,416,8,167.2
642a03058c830bbda334c1b6,Black,31.1,US,4-Nov-22,B09JG59MGK,120mm,Dracaena Store,52,468,9,188.1
642cc5e3297d80a266ec3f25,Black,41.1,US,5-Nov-22,B09JG4TTP2,240mmm,Dracaena Store,69,69,1,27.9
642cc5e3297d80a266ec3f27,Black,41.1,US,7-Nov-22,B09JG4TTP2,240mmm,Dracaena Store,69,69,1,27.9
642cc5e3297d80a266ec3f28,Black,41.1,US,8-Nov-22,B09JG4TTP2,240mmm,Dracaena Store,69,69,1,27.9
642cc677297d80a266ec4aa1,Black,31.1,US,5-Nov-22,B09JG59MGK,120mm,Dracaena Store,52,364,7,146.3
642cc677297d80a266ec4aa2,Black,31.1,US,6-Nov-22,B09JG59MGK,120mm,Dracaena Store,52,364,7,146.3
642cc677297d80a266ec4aa3,Black,31.1,US,7-Nov-22,B09JG59MGK,120mm,Dracaena Store,54.99,219.96,4,95.56
642cc677297d80a266ec4aa4,Black,31.1,US,8-Nov-22,B09JG59MGK,120mm,Dracaena Store,50.27,904.93,18,345.06
643ebcd6c0c3edd418d542b3,Black,31.1,JP,19-Nov-22,B09JG59MGK,120mm,Dracaena Store,46.186,46.186,1,15.086
643f2ae1c0c3edd418dd2aa5,Black,31.1,CA,19-Nov-22,B09JG59MGK,120mm,Dracaena Store,52.44,52.44,1,21.34
643f438cc0c3edd418deef75,Black,31.1,US,19-Nov-22,B09JG59MGK,120mm,Dracaena Store,55,275,5,119.5
649a6ef8fcf18ae63867a828,Black,31.1,AU,30-Mar-23,B09JG59MGK,120mm,Dracaena Store,53.8144,53.8144,1,22.7144
649a7c87fcf18ae63868eae7,Black,31.1,AU,1-Feb-23,B09JG59MGK,120mm,Dracaena Store,63.3083,63.3083,1,32.2083
649a7c87fcf18ae63868eafb,Black,31.1,AU,21-Feb-23,B09JG59MGK,120mm,Dracaena Store,56.6083,56.6083,1,25.5083
649a821378eebbe0e4c531e7,Black,31.1,US,29-Dec-22,B09JG59MGK,120mm,Ingenious Store,56.99,284.95,5,129.45
649ba22d53a4ec2274b93da8,Black,31.1,MX,6-Jun-23,B09JG59MGK,120mm,Dracaena Store,75.342,75.342,1,44.242
649ba22d53a4ec2274b93db4,Black,31.1,MX,18-Jun-23,B09JG59MGK,120mm,Dracaena Store,75.342,75.342,1,44.242
649ba73353a4ec2274b9b70d,Black,31.1,JP,4-May-23,B09JG59MGK,120mm,Dracaena Store,55.993,55.993,1,24.893
649ba73353a4ec2274b9b70f,Black,31.1,JP,6-May-23,B09JG59MGK,120mm,Dracaena Store,55.993,167.979,3,74.679
649ba73353a4ec2274b9b714,Black,31.1,JP,11-May-23,B09JG59MGK,120mm,Dracaena Store,55.993,111.986,2,49.786
649ba73353a4ec2274b9b716,Black,31.1,JP,13-May-23,B09JG59MGK,120mm,Dracaena Store,55.993,111.986,2,49.786
649ba73353a4ec2274b9b717,Black,31.1,JP,14-May-23,B09JG59MGK,120mm,Dracaena Store,55.993,55.993,1,24.893
649bac9053a4ec2274ba4156,Black,31.1,CA,4-Jun-23,B09JG59MGK,120mm,Dracaena Store,58.52,58.52,1,27.42
649bae9253a4ec2274ba6d9d,Black,51,JP,31-Mar-23,B09JG5X1PY,360mm,Dracaena Store,104.293,104.293,1,53.293
649baeb853a4ec2274ba71a0,Black,31.1,JP,7-Apr-23,B09JG59MGK,120mm,Dracaena Store,47.593,47.593,1,16.493
649baeb853a4ec2274ba71a2,Black,31.1,JP,9-Apr-23,B09JG59MGK,120mm,Dracaena Store,47.593,47.593,1,16.493
649baeb853a4ec2274ba71a3,Black,31.1,JP,10-Apr-23,B09JG59MGK,120mm,Dracaena Store,47.593,47.593,1,16.493
649baeb853a4ec2274ba71a4,Black,31.1,JP,11-Apr-23,B09JG59MGK,120mm,Dracaena Store,47.593,47.593,1,16.493
649baeb853a4ec2274ba71a5,Black,31.1,JP,12-Apr-23,B09JG59MGK,120mm,Dracaena Store,47.593,95.186,2,32.986
649baeb853a4ec2274ba71a6,Black,31.1,JP,13-Apr-23,B09JG59MGK,120mm,Dracaena Store,55.993,55.993,1,24.893
649baeb853a4ec2274ba71a8,Black,31.1,JP,15-Apr-23,B09JG59MGK,120mm,Dracaena Store,47.593,47.593,1,16.493
649baeb853a4ec2274ba71ac,Black,31.1,JP,19-Apr-23,B09JG59MGK,120mm,Dracaena Store,47.593,47.593,1,16.493
649baeb853a4ec2274ba71ad,Black,31.1,JP,20-Apr-23,B09JG59MGK,120mm,Dracaena Store,47.593,95.186,2,32.986
649baeb853a4ec2274ba71ae,Black,31.1,JP,21-Apr-23,B09JG59MGK,120mm,Dracaena Store,47.593,47.593,1,16.493
649baeb853a4ec2274ba71af,Black,31.1,JP,22-Apr-23,B09JG59MGK,120mm,Dracaena Store,47.593,47.593,1,16.493
649baeb853a4ec2274ba71b0,Black,31.1,JP,23-Apr-23,B09JG59MGK,120mm,Dracaena Store,47.593,95.186,2,32.986
649baeb853a4ec2274ba71b1,Black,31.1,JP,24-Apr-23,B09JG59MGK,120mm,Dracaena Store,47.593,190.372,4,65.972
649baeb853a4ec2274ba71b2,Black,31.1,JP,25-Apr-23,B09JG59MGK,120mm,Dracaena Store,47.593,142.779,3,49.479
649baeb853a4ec2274ba71b3,Black,31.1,JP,26-Apr-23,B09JG59MGK,120mm,Dracaena Store,47.593,190.372,4,65.972
649baeb853a4ec2274ba71b5,Black,31.1,JP,28-Apr-23,B09JG59MGK,120mm,Dracaena Store,47.593,47.593,1,16.493
649baeb853a4ec2274ba719a,Black,31.1,JP,1-Apr-23,B09JG59MGK,120mm,Dracaena Store,55.993,55.993,1,24.893
649baeb853a4ec2274ba719c,Black,31.1,JP,3-Apr-23,B09JG59MGK,120mm,Dracaena Store,55.993,167.979,3,74.679
649baeb853a4ec2274ba719d,Black,31.1,JP,4-Apr-23,B09JG59MGK,120mm,Dracaena Store,55.993,55.993,1,24.893
649baeb853a4ec2274ba719e,Black,31.1,JP,5-Apr-23,B09JG59MGK,120mm,Dracaena Store,55.993,55.993,1,24.893
649baeb853a4ec2274ba719f,Black,31.1,JP,6-Apr-23,B09JG59MGK,120mm,Dracaena Store,47.593,95.186,2,32.986
649bb94c53a4ec2274bb811e,Black,31.1,GB,29-May-23,B09JG59MGK,120mm,Dracaena Store,64.77,64.77,1,33.67
649bb94c53a4ec2274bb812e,Black,31.1,GB,14-Jun-23,B09JG59MGK,120mm,Dracaena Store,64.77,64.77,1,33.67
649bb94c53a4ec2274bb8121,Black,31.1,GB,1-Jun-23,B09JG59MGK,120mm,Dracaena Store,64.77,129.54,2,67.34
649bb94c53a4ec2274bb8122,Black,31.1,GB,2-Jun-23,B09JG59MGK,120mm,Dracaena Store,64.77,64.77,1,33.67
649bb94c53a4ec2274bb8123,Black,31.1,GB,3-Jun-23,B09JG59MGK,120mm,Dracaena Store,64.77,64.77,1,33.67
649bb94c53a4ec2274bb8131,Black,31.1,GB,17-Jun-23,B09JG59MGK,120mm,Dracaena Store,64.77,64.77,1,33.67
649bb94c53a4ec2274bb8133,Black,31.1,GB,19-Jun-23,B09JG59MGK,120mm,Dracaena Store,64.77,64.77,1,33.67
649bb94c53a4ec2274bb8135,Black,31.1,GB,21-Jun-23,B09JG59MGK,120mm,Dracaena Store,64.77,64.77,1,33.67
649bb94c53a4ec2274bb8138,Black,31.1,GB,24-Jun-23,B09JG59MGK,120mm,Dracaena Store,64.77,64.77,1,33.67
649bbd3f53a4ec2274bbe0be,Black,31.1,JP,28-Feb-23,B09JG59MGK,120mm,Dracaena Store,55.993,167.979,3,74.679
649bbd3f53a4ec2274bbe0bf,Black,31.1,JP,1-Mar-23,B09JG59MGK,120mm,Dracaena Store,55.993,55.993,1,24.893
649bbd3f53a4ec2274bbe0c1,Black,31.1,JP,3-Mar-23,B09JG59MGK,120mm,Dracaena Store,55.993,55.993,1,24.893
649bbd3f53a4ec2274bbe0c2,Black,31.1,JP,4-Mar-23,B09JG59MGK,120mm,Dracaena Store,55.993,111.986,2,49.786
649bbd3f53a4ec2274bbe0c4,Black,31.1,JP,6-Mar-23,B09JG59MGK,120mm,Dracaena Store,55.993,111.986,2,49.786
649bbd3f53a4ec2274bbe0c5,Black,31.1,JP,7-Mar-23,B09JG59MGK,120mm,Dracaena Store,55.993,111.986,2,49.786
649bbd3f53a4ec2274bbe0c7,Black,31.1,JP,9-Mar-23,B09JG59MGK,120mm,Dracaena Store,55.993,55.993,1,24.893
649bbd3f53a4ec2274bbe0ca,Black,31.1,JP,12-Mar-23,B09JG59MGK,120mm,Dracaena Store,55.993,111.986,2,49.786
649bbd3f53a4ec2274bbe0d8,Black,31.1,JP,26-Mar-23,B09JG59MGK,120mm,Dracaena Store,55.993,111.986,2,49.786
649bbd3f53a4ec2274bbe0da,Black,31.1,JP,28-Mar-23,B09JG59MGK,120mm,Dracaena Store,55.993,55.993,1,24.893
649bbd3f53a4ec2274bbe0db,Black,31.1,JP,29-Mar-23,B09JG59MGK,120mm,Dracaena Store,55.993,55.993,1,24.893
649bc5b6c7011f3740977816,Black,31.1,CA,29-Apr-23,B09JG59MGK,120mm,Ingenious Store,60.7392,60.7392,1,29.6392
649bc6bdc7011f37409783ec,Black,51,US,29-Apr-23,B09JG5X1PY,360mm,Ingenious Store,89.99,89.99,1,38.99
649bc6bdc7011f37409783ed,Black,51,US,30-Apr-23,B09JG5X1PY,360mm,Ingenious Store,89.99,359.96,4,155.96
649bc6bdc7011f37409783ee,Black,51,US,1-May-23,B09JG5X1PY,360mm,Ingenious Store,45,89.99,2,-12
649bc6bdc7011f37409783ef,Black,51,US,2-May-23,B09JG5X1PY,360mm,Ingenious Store,89.99,179.98,2,77.98
649bc6bdc7011f37409783f4,Black,51,US,7-May-23,B09JG5X1PY,360mm,Ingenious Store,89.99,179.98,2,77.98
649bc6bdc7011f37409783f5,Black,51,US,8-May-23,B09JG5X1PY,360mm,Ingenious Store,89.99,89.99,1,38.99
649bc6bdc7011f37409783f8,Black,51,US,11-May-23,B09JG5X1PY,360mm,Ingenious Store,89.99,89.99,1,38.99
649bc6bdc7011f37409783fb,Black,51,US,14-May-23,B09JG5X1PY,360mm,Ingenious Store,89.99,89.99,1,38.99
649bc6bdc7011f37409783ff,Black,51,US,18-May-23,B09JG5X1PY,360mm,Ingenious Store,89.99,89.99,1,38.99
649bc6bdc7011f3740978400,Black,51,US,19-May-23,B09JG5X1PY,360mm,Ingenious Store,89.99,89.99,1,38.99
649bc6c9c7011f374097848a,Black,31.1,US,7-May-23,B09JG59MGK,120mm,Ingenious Store,59.99,299.95,5,144.45
649bc6c9c7011f374097848b,Black,31.1,US,8-May-23,B09JG59MGK,120mm,Ingenious Store,59.99,239.96,4,115.56
649bc6c9c7011f374097848c,Black,31.1,US,9-May-23,B09JG59MGK,120mm,Ingenious Store,59.99,419.93,7,202.23
649bc6c9c7011f374097848d,Black,31.1,US,10-May-23,B09JG59MGK,120mm,Ingenious Store,59.99,599.9,10,288.9
649bc6c9c7011f374097848e,Black,31.1,US,11-May-23,B09JG59MGK,120mm,Ingenious Store,59.99,1679.72,28,808.92
649bc6c9c7011f374097848f,Black,31.1,US,12-May-23,B09JG59MGK,120mm,Ingenious Store,59.99,719.88,12,346.68
649bc6c9c7011f374097849a,Black,31.1,US,23-May-23,B09JG59MGK,120mm,Ingenious Store,59.99,539.91,9,260.01
649bc6c9c7011f374097849b,Black,31.1,US,24-May-23,B09JG59MGK,120mm,Ingenious Store,59.99,419.93,7,202.23
649bc6c9c7011f374097849c,Black,31.1,US,25-May-23,B09JG59MGK,120mm,Ingenious Store,59.99,479.92,8,231.12
649bc6c9c7011f374097849d,Black,31.1,US,26-May-23,B09JG59MGK,120mm,Ingenious Store,59.99,779.87,13,375.57
649bc6c9c7011f374097849e,Black,31.1,US,27-May-23,B09JG59MGK,120mm,Ingenious Store,59.99,839.86,14,404.46
649bc6c9c7011f374097849f,Black,31.1,US,28-May-23,B09JG59MGK,120mm,Ingenious Store,59.99,479.92,8,231.12
649bc6c9c7011f3740978483,Black,31.1,US,30-Apr-23,B09JG59MGK,120mm,Ingenious Store,63.99,63.99,1,32.89
649bc6c9c7011f3740978484,Black,31.1,US,1-May-23,B09JG59MGK,120mm,Ingenious Store,62.39,311.95,5,156.45
649bc6c9c7011f3740978485,Black,31.1,US,2-May-23,B09JG59MGK,120mm,Ingenious Store,59.99,179.97,3,86.67
649bc6c9c7011f3740978486,Black,31.1,US,3-May-23,B09JG59MGK,120mm,Ingenious Store,59.99,1019.83,17,491.13
649bc6c9c7011f3740978487,Black,31.1,US,4-May-23,B09JG59MGK,120mm,Ingenious Store,59.99,239.96,4,115.56
649bc6c9c7011f3740978488,Black,31.1,US,5-May-23,B09JG59MGK,120mm,Ingenious Store,59.99,719.88,12,346.68
649bc6c9c7011f3740978489,Black,31.1,US,6-May-23,B09JG59MGK,120mm,Ingenious Store,59.99,659.89,11,317.79
649bc6c9c7011f3740978490,Black,31.1,US,13-May-23,B09JG59MGK,120mm,Ingenious Store,59.99,299.95,5,144.45
649bc6c9c7011f3740978491,Black,31.1,US,14-May-23,B09JG59MGK,120mm,Ingenious Store,59.99,959.84,16,462.24
649bc6c9c7011f3740978492,Black,31.1,US,15-May-23,B09JG59MGK,120mm,Ingenious Store,59.99,599.9,10,288.9
649bc6c9c7011f3740978493,Black,31.1,US,16-May-23,B09JG59MGK,120mm,Ingenious Store,59.99,299.95,5,144.45
649bc6c9c7011f3740978494,Black,31.1,US,17-May-23,B09JG59MGK,120mm,Ingenious Store,55.99,839.86,15,373.35
649bc6c9c7011f3740978495,Black,31.1,US,18-May-23,B09JG59MGK,120mm,Ingenious Store,59.99,539.91,9,260.01
649bc6c9c7011f3740978496,Black,31.1,US,19-May-23,B09JG59MGK,120mm,Ingenious Store,59.99,299.95,5,144.45
649bc6c9c7011f3740978497,Black,31.1,US,20-May-23,B09JG59MGK,120mm,Ingenious Store,59.99,239.96,4,115.56
649bc6c9c7011f3740978498,Black,31.1,US,21-May-23,B09JG59MGK,120mm,Ingenious Store,59.99,479.92,8,231.12
649bc6c9c7011f3740978499,Black,31.1,US,22-May-23,B09JG59MGK,120mm,Ingenious Store,59.99,779.87,13,375.57
649bc6cbc7011f37409784a1,Black,41.1,US,30-Apr-23,B09JG4TTP2,240mmm,Ingenious Store,69.99,139.98,2,57.78
649bc6cbc7011f37409784a2,Black,41.1,US,1-May-23,B09JG4TTP2,240mmm,Ingenious Store,69.99,209.97,3,86.67
649bc6cbc7011f37409784a3,Black,41.1,US,2-May-23,B09JG4TTP2,240mmm,Ingenious Store,74.99,149.98,2,67.78
649bc6cbc7011f37409784a7,Black,41.1,US,6-May-23,B09JG4TTP2,240mmm,Ingenious Store,74.99,149.98,2,67.78
649bc6cbc7011f37409784a8,Black,41.1,US,7-May-23,B09JG4TTP2,240mmm,Ingenious Store,74.99,74.99,1,33.89
649bc6cbc7011f37409784a9,Black,41.1,US,8-May-23,B09JG4TTP2,240mmm,Ingenious Store,74.99,149.98,2,67.78
649bc6cbc7011f37409784ab,Black,41.1,US,10-May-23,B09JG4TTP2,240mmm,Ingenious Store,74.99,74.99,1,33.89
649bc6cbc7011f37409784b0,Black,41.1,US,15-May-23,B09JG4TTP2,240mmm,Ingenious Store,74.99,74.99,1,33.89
649bc6cbc7011f37409784b2,Black,41.1,US,17-May-23,B09JG4TTP2,240mmm,Ingenious Store,74.99,74.99,1,33.89
649bc6cbc7011f37409784b5,Black,41.1,US,20-May-23,B09JG4TTP2,240mmm,Ingenious Store,74.99,74.99,1,33.89
649bc6cbc7011f37409784bc,Black,41.1,US,27-May-23,B09JG4TTP2,240mmm,Ingenious Store,74.99,74.99,1,33.89
649bc6cbc7011f37409784bd,Black,41.1,US,28-May-23,B09JG4TTP2,240mmm,Ingenious Store,74.99,74.99,1,33.89
649bc07e53a4ec2274bc38e1,Black,31.1,DE,1-Jun-23,B09JG59MGK,120mm,Dracaena Store,61.0291,61.0291,1,29.9291
649bc07e53a4ec2274bc38e3,Black,31.1,DE,3-Jun-23,B09JG59MGK,120mm,Dracaena Store,61.0291,61.0291,1,29.9291
649bc07e53a4ec2274bc38e8,Black,31.1,DE,8-Jun-23,B09JG59MGK,120mm,Dracaena Store,61.5414,61.5414,1,30.4414
649bc07e53a4ec2274bc38f0,Black,31.1,DE,16-Jun-23,B09JG59MGK,120mm,Dracaena Store,61.2907,122.5705,2,60.3814
649bc07e53a4ec2274bc38f6,Black,31.1,DE,22-Jun-23,B09JG59MGK,120mm,Dracaena Store,59.4922,59.4922,1,28.3922
649bc07e53a4ec2274bc38fa,Black,31.1,DE,26-Jun-23,B09JG59MGK,120mm,Dracaena Store,61.0291,61.0291,1,29.9291
649bc25ec7011f3740975248,Black,51,CA,10-Jun-23,B09JG5X1PY,360mm,Ingenious Store,87.5444,87.5444,1,36.5444
649bc36fc7011f3740975ea9,Black,51,US,30-May-23,B09JG5X1PY,360mm,Ingenious Store,84.99,84.99,1,33.99
649bc36fc7011f3740975eac,Black,51,US,2-Jun-23,B09JG5X1PY,360mm,Ingenious Store,84.99,84.99,1,33.99
649bc36fc7011f3740975eb8,Black,51,US,14-Jun-23,B09JG5X1PY,360mm,Ingenious Store,84.99,84.99,1,33.99
649bc36fc7011f3740975eba,Black,51,US,16-Jun-23,B09JG5X1PY,360mm,Ingenious Store,84.99,84.99,1,33.99
